,F1014anonym,F1014C1,F1014C2,F1014C3,F1014C4,F1014C5,F1014C6,F1014C7,F1014C8,F1014C9,F1014C10
30526,Nichts,,,,,,,,,,
30527,Nichts,Sondertilgungen nicht möglich,spontane Änderung der Förderungs- bzw. Vertragsbedingungen,,,,,,,,
30528,Nichts,,,,,,,,,,
30529,Nichts,,,,,,,,,,
30530,Nichts,Nichts,,,,,,,,,
30531,Nichts,,,,,,,,,,
30532,Nichts,,,,,,,,,,
30533,Weil das Zinssatz sehr wenig ist,Der derzeit niedrige Zinssatz,,,,,,,,,
30534,Nichts,,,,,,,,,,
30535,Im Grunde nichst bis auf die Laufzeit (keine Vorabauflösung möglich),Sondertilgungen nicht möglich,,,,,,,,,
30536,Nichts,,,,,,,,,,
30537,Nichts,,,,,,,,,,
30538,Nichts,,,,,,,,,,
30539,Nichts,,,,,,,,,,
30540,Nichts,,,,,,,,,,
30541,Nichts,Nichts,,,,,,,,,
30543,Nichts,Unklare Entscheidungsverfahren,,,,,,,,,
30544,Nichts,,,,,,,,,,
30545,Nichts,,,,,,,,,,
30546,Nichts,Nichts,,,,,,,,,
30547,Zum aktuellen Zeitpunkt (April/Mai 2021) sind die Zinssätze im freien Markt teilweise bessNichts,Zinsen zu hoch/ keine marktüblichen Zinsen,,,,,,,,,
30548,Nichts,,,,,,,,,,
30549,Nichts,,,,,,,,,,
30550,Nichts,,,,,,,,,,
30551,Sehr gerne weiterempfehlen,Nichts,,,,,,,,,
30552,Nichts,,,,,,,,,,
30553,Nichts,,,,,,,,,,
30554,Nichts,,,,,,,,,,
30555,Nichts,,,,,,,,,,
30556,Nichts,,,,,,,,,,
30557,Nichts,,,,,,,,,,
30558,"eingeschränkte Flexibilität beim Wohneigentumsprogramm, da keine zwischenzeitlichen Sondertilgungen möglich sind",unflexible Bedingungen,,,,,,,,,
30559,Nichts,Nichts,,,,,,,,,
30560,Nichts,Sondertilgungen nicht möglich,,,,,,,,,
30561,Nichts,Sonstiges,,,,,,,,,
30562,Nichts,,,,,,,,,,
30563,Nichts,Nichts,,,,,,,,,
30564,Nichts,,,,,,,,,,
30565,Nichts,,,,,,,,,,
30566,Nichts,,,,,,,,,,
30567,Nichts,,,,,,,,,,
30568,Nichts,Nichts,,,,,,,,,
30569,Nichts,,,,,,,,,,
30570,"Das umständliche Suchen nach einem Produkt und das lange Durchlesen und die Verständlichkeit, für was es bei den einzelnen Produkten förderung giNichts",Aufwändige Beantragung,,,,,,,,,
30571,Nichts,,,,,,,,,,
30572,Nichts,,,,,,,,,,
30573,Muss zuerst meinen Antrag abwarten,,,,,,,,,,
30574,Nichts,,,,,,,,,,
30575,Nichts,,,,,,,,,,
30576,Nichts,,,,,,,,,,
30577,Nichts,,,,,,,,,,
30578,Nichts,Nichts,,,,,,,,,
30579,Nichts,,,,,,,,,,
30580,Nichts,,,,,,,,,,
30581,Keine Gründe,Nichts,,,,,,,,,
30583,Nichts,,,,,,,,,,
30584,Nichts,,,,,,,,,,
30585,Nichts,Nichts,,,,,,,,,
30586,Nichts,Nichts,,,,,,,,,
30587,Nichts,,,,,,,,,,
30588,Nichts,,,,,,,,,,
30589,Nichts,,,,,,,,,,
30590,Nichts,,,,,,,,,,
30592,Nichts,,,,,,,,,,
30593,Nichts,,,,,,,,,,
30594,Nichts,,,,,,,,,,
30595,Nichts,,,,,,,,,,
30596,Nichts,,,,,,,,,,
30597,Nichts,,,,,,,,,,
30598,Nichts,,,,,,,,,,
30599,Nichts,,,,,,,,,,
30600,Jeder zeit wieder und jeden,Nichts,,,,,,,,,
30601,Nichts,,,,,,,,,,
30602,Nichts,,,,,,,,,,
30603,Nichts,,,,,,,,,,
30604,-,,,,,,,,,,
30605,Nichts,,,,,,,,,,
30606,Nichts,Nichts,,,,,,,,,
30607,Nichts,,,,,,,,,,
30608,Nichts,Nichts,,,,,,,,,
30609,Unterstützt die Umsetzung von Vorhaben bNichts höherwertigerer Maßnahmen,Nichts,,,,,,,,,
30610,Nichts,,,,,,,,,,
30611,Nichts,,,,,,,,,,
30612,Die Begrenzung der Fördermittel bNichts Ausschluss der Förderung bei Beteiligung der Pflegekasse,unflexible Bedingungen,,,,,,,,,
30614,Nichts,,,,,,,,,,
30616,Nichts,Nichts,,,,,,,,,
30617,Nichts,,,,,,,,,,
30618,Nichts,,,,,,,,,,
30619,Nichts,Nichts,,,,,,,,,
30620,Nichts,,,,,,,,,,
30621,Nichts,,,,,,,,,,
30622,Nichts,,,,,,,,,,
30623,Nichts,,,,,,,,,,
30624,Nichts,,,,,,,,,,
30625,Nichts,,,,,,,,,,
30626,Nichts,,,,,,,,,,
30627,Nichts,,,,,,,,,,
30628,Nichts,,,,,,,,,,
30629,Bedingungen zu kompilziert,Aufwändige Beantragung,,,,,,,,,
30630,Nichts,,,,,,,,,,
30631,Nichts,,,,,,,,,,
30632,Nichts,,,,,,,,,,
30633,Nichts,,,,,,,,,,
30634,die Relevanz zur Durchführung,,,,,,,,,,
30635,Nichts,,,,,,,,,,
30636,Nichts,,,,,,,,,,
30637,Bearbeitung zu langsNichts,Lange Bearbeitungsdauer,,,,,,,,,
30638,Nichts,Nichts,,,,,,,,,
30639,Weil die Beantragung und Verständlichkeiten sehr gut sind,Aufwändige Beantragung,,,,,,,,,
30640,Nichts,Nichts,,,,,,,,,
30641,Nichts,,,,,,,,,,
30642,Nichts,,,,,,,,,,
30643,Nichts,Nichts,,,,,,,,,
30644,Die Suche nach dem richtigen Programm,Aufwändige Beantragung,,,,,,,,,
30645,Gründe sind genannt,,,,,,,,,,
30646,Nichts,,,,,,,,,,
30647,Nichts,,,,,,,,,,
30648,Nichts,,,,,,,,,,
30649,Nichts,,,,,,,,,,
30650,Nichts,Nichts,,,,,,,,,
30651,Nichts,,,,,,,,,,
30653,Nichts,,,,,,,,,,
30654,Nichts,Aufwändige Beantragung,,,,,,,,,
30655,Nichts,,,,,,,,,,
30656,Nichts,Nichts,,,,,,,,,
30657,Nichts,,,,,,,,,,
30658,Nichts,,,,,,,,,,
30659,Nichts,,,,,,,,,,
30660,Nichts,,,,,,,,,,
30661,Nichts,,,,,,,,,,
30662,Nichts,Nichts,,,,,,,,,
30663,Nichts,Nichts,,,,,,,,,
30664,Nichts,Nichts,,,,,,,,,
30665,Nichts,,,,,,,,,,
30666,Nichts,Nichts,,,,,,,,,
30667,Nichts,,,,,,,,,,
30668,Nichts,,,,,,,,,,
30670,Nichts,,,,,,,,,,
30671,Nichts,,,,,,,,,,
30673,Nichts,,,,,,,,,,
30674,Nichts,,,,,,,,,,
30675,Nichts,,,,,,,,,,
30676,Nichts,,,,,,,,,,
30677,Nichts,,,,,,,,,,
30678,Nichts,Nichts,,,,,,,,,
30679,Nichts,,,,,,,,,,
30680,Nichts,Nichts,,,,,,,,,
30681,Nichts,,,,,,,,,,
30682,Nichts,,,,,,,,,,
30683,Nichts,,,,,,,,,,
30684,Nichts,,,,,,,,,,
30685,Nichts,,,,,,,,,,
30686,Nichts,Nichts,,,,,,,,,
30687,Nichts,,,,,,,,,,
30688,Nichts,,,,,,,,,,
30689,Nichts,Nichts,,,,,,,,,
30690,Nichts,,,,,,,,,,
30691,Nichts,,,,,,,,,,
30692,Nichts,,,,,,,,,,
30693,Nichts,,,,,,,,,,
30694,Nichts,,,,,,,,,,
30695,Nichts,,,,,,,,,,
30696,Nichts,,,,,,,,,,
30697,Nichts,Nichts,,,,,,,,,
30698,Nichts,Nichts,,,,,,,,,
30699,Nichts,,,,,,,,,,
30700,Nichts,,,,,,,,,,
30701,Nichts,,,,,,,,,,
30702,keine erkennbaren Ansprechpartner,Unklare Entscheidungsverfahren,,,,,,,,,
30703,Nichts,,,,,,,,,,
30706,Nichts,,,,,,,,,,
30709,Nichts,,,,,,,,,,
30710,Nichts,Nichts,,,,,,,,,
30711,"Nachteil ist bei selfmade, kein Zuschuss nur für MaterialkostNichts",unflexible Bedingungen,,,,,,,,,
30712,Nichts,,,,,,,,,,
30713,Nichts,,,,,,,,,,
30714,Nichts,Nichts,,,,,,,,,
30715,Nichts,,,,,,,,,,
30716,Nichts,,,,,,,,,,
30717,Nichts,,,,,,,,,,
30718,Nichts,Nichts,,,,,,,,,
30719,Nichts,,,,,,,,,,
30720,Nichts,,,,,,,,,,
30721,Nichts,,,,,,,,,,
30722,Nichts,Nichts,,,,,,,,,
30723,Nichts,,,,,,,,,,
30724,Nichts,,,,,,,,,,
30725,Nichts,,,,,,,,,,
30726,Nichts,,,,,,,,,,
30727,Nichts,,,,,,,,,,
30728,Nichts,,,,,,,,,,
30730,Nichts,,,,,,,,,,
30731,Nichts,,,,,,,,,,
30733,Nichts,,,,,,,,,,
30734,Nichts,,,,,,,,,,
30736,Nichts,,,,,,,,,,
30737,Nichts,Nichts,,,,,,,,,
30738,Nichts,,,,,,,,,,
30739,Nichts,,,,,,,,,,
30740,Nichts,Nichts,,,,,,,,,
30741,Nichts,Nichts,,,,,,,,,
30743,Nichts,Nichts,,,,,,,,,
30744,Nichts,,,,,,,,,,
30745,Nichts,,,,,,,,,,
30746,Nichts,,,,,,,,,,
30747,Nichts,Nichts,,,,,,,,,
30749,Nichts,,,,,,,,,,
30750,Nichts,Nichts,,,,,,,,,
30751,Nichts,,,,,,,,,,
30752,Nichts,,,,,,,,,,
30753,Nichts,,,,,,,,,,
30754,Nichts,Nichts,,,,,,,,,
30755,Nichts,,,,,,,,,,
30756,Nichts,,,,,,,,,,
30757,Nichts,,,,,,,,,,
30758,Nichts,,,,,,,,,,
30759,Nichts,,,,,,,,,,
30760,Nichts,Nichts,,,,,,,,,
30761,Nichts,,,,,,,,,,
30762,Nichts,,,,,,,,,,
30763,Nichts,,,,,,,,,,
30765,Unübersichtlich,Aufwändige Beantragung,,,,,,,,,
30766,Nichts,,,,,,,,,,
30767,Nichts,,,,,,,,,,
30768,Nichts,,,,,,,,,,
30769,Nichts,,,,,,,,,,
30770,keine Kontakte,Nichts,,,,,,,,,
30771,Nichts,,,,,,,,,,
30772,Nichts,Nichts,,,,,,,,,
30773,Um Zuschüsse zu bekommen und diese Hilfe zu nutzen,Nichts,,,,,,,,,
30774,Nichts,,,,,,,,,,
30776,"Für Laien unübersichtlich, da zu viele verschiedene Kredite/Zuschüsse angeboten werdNichts Bessere Teilung, wenn LaienNichtsNichts nur nach Zuschüssen suchen und keinen Kredit in Anspruch nehmen wollNichts   Informationen, wer die einzelnen Zuschüsse erhält und was Voraussetzungen dafür sind, müssten noch verständlicher aufgebaut werdNichts  Bei Inanspruchnahme eines Kredits sollte dieser erst dann im Grundbuch eingetragen werden müssen, wenn eine bestimmte Kredithöhe überschritten wird,NichtsNichts ab Nichts000 EuNichts Der Aufwand mit Eintragungen über Notar eNichts überschreitet bei kleineren Kreditsummen sonst den Nutzen und belastet als HypothNichts",Aufwändige Beantragung,Kosten-/Nutzenverhältnis,,,,,,,,
30777,Nichts,,,,,,,,,,
30778,Nichts,,,,,,,,,,
30779,Nichts,,,,,,,,,,
30780,Nichts,Nichts,,,,,,,,,
30782,Nichts,,,,,,,,,,
30783,Nichts,,,,,,,,,,
30784,Nichts,Nichts,,,,,,,,,
30785,Nichts,,,,,,,,,,
30786,Nichts,,,,,,,,,,
30787,Nichts,,,,,,,,,,
30788,Nichts,,,,,,,,,,
30789,Nichts,,,,,,,,,,
30791,Nichts,,,,,,,,,,
30792,Nichts,Nichts,,,,,,,,,
30793,Nichts,,,,,,,,,,
30794,Nichts,,,,,,,,,,
30795,Es ist alles doch recht schwer verständlich,Aufwändige Beantragung,,,,,,,,,
30796,Nichts,Aufwändige Beantragung,,,,,,,,,
30797,Nichts,,,,,,,,,,
30798,Nichts,,,,,,,,,,
30799,-,,,,,,,,,,
30800,Nichts,Aufwändige Beantragung,unflexible Bedingungen,,,,,,,,
30801,Nichts,,,,,,,,,,
30802,Nichts,,,,,,,,,,
30804,Nichts,,,,,,,,,,
30805,Nichts,,,,,,,,,,
30806,Nichts,,,,,,,,,,
30807,Nichts,,,,,,,,,,
30808,Nichts,,,,,,,,,,
30809,Nichts,,,,,,,,,,
30810,Nichts,,,,,,,,,,
30811,Nichts,,,,,,,,,,
30812,Nichts,,,,,,,,,,
30813,Summe der Förderung fällt gering aus,unflexible Bedingungen,,,,,,,,,
30814,Nichts,,,,,,,,,,
30815,Nichts,,,,,,,,,,
30816,Nichts,,,,,,,,,,
30817,Nichts,,,,,,,,,,
30818,Nichts,Nichts,,,,,,,,,
30819,"Für die Förderung müssen gleichzeitig mehr Investitionen getätig werdNichts Diese übersteigen meist den Förderbetrag, wodurch sich die Förderung nur in seltenen Fällen wirklich finanziell rechnNichts",Kosten-/Nutzenverhältnis,Zusätzliche Kosten bei Ausführung/ für Ingenieurleistungen,,,,,,,,
30821,Nichts,,,,,,,,,,
30822,Nichts,,,,,,,,,,
30823,Nichts,,,,,,,,,,
30824,Nichts,,,,,,,,,,
30825,Nichts,Nichts,,,,,,,,,
30827,Nichts,,,,,,,,,,
30828,Nichts,,,,,,,,,,
30829,Nichts,,,,,,,,,,
30830,Nichts,,,,,,,,,,
30831,Nichts,Nichts,,,,,,,,,
30832,Nichts,Nichts,,,,,,,,,
30833,Nichts,Nichts,,,,,,,,,
30834,Es ist schwierig das richtige Produkt zu finden,Aufwändige Beantragung,,,,,,,,,
30835,Nichts,,,,,,,,,,
30836,Nichts,Nichts,,,,,,,,,
30837,Nichts,,,,,,,,,,
30839,Nichts,,,,,,,,,,
30840,Nichts,,,,,,,,,,
30841,Nichts,Nichts,,,,,,,,,
30842,Nichts,,,,,,,,,,
30843,Nichts,,,,,,,,,,
30844,Nichts,Nichts,,,,,,,,,
30845,Nichts,,,,,,,,,,
30846,Nichts,,,,,,,,,,
30847,Nichts,,,,,,,,,,
30848,Nichts,Nichts,,,,,,,,,
30849,Nichts,,,,,,,,,,
30850,Nichts,,,,,,,,,,
30851,Nichts,,,,,,,,,,
30852,Sehr kompliziert,Aufwändige Beantragung,,,,,,,,,
30853,Nichts,Nichts,,,,,,,,,
30855,Nichts,,,,,,,,,,
30856,Nichts,,,,,,,,,,
30857,"Kenne momentan niemanden, der Förderung nutzen könnte",kein / unbekannter Bedarf (bei Bekannten / Gesprächspartnern),,,,,,,,,
30858,Nichts,,,,,,,,,,
30859,Nichts,unflexible Bedingungen,,,,,,,,,
30860,Nichts,,,,,,,,,,
30861,Nichts,,,,,,,,,,
30862,Nichts,Nichts,,,,,,,,,
30863,Nichts,,,,,,,,,,
30864,Nichts,,,,,,,,,,
30865,Nichts,,,,,,,,,,
30867,Nichts,,,,,,,,,,
30868,Gegenüber Kredite von der Hausbank sprechen teilweise die Antragstellung und die erforderlichen Unterlagen gegen eine Empfehlung der KNichts,Aufwändige Beantragung,,,,,,,,,
30869,Nichts,,,,,,,,,,
30870,Nichts,Nichts,,,,,,,,,
30871,Nichts,,,,,,,,,,
30873,Nichts,,,,,,,,,,
30874,Nichts,,,,,,,,,,
30875,Nichts,,,,,,,,,,
30876,Nichts,Nichts,,,,,,,,,
30877,Nichts,,,,,,,,,,
30878,Nichts,,,,,,,,,,
30879,Nichts,,,,,,,,,,
30880,Nichts,Nichts,,,,,,,,,
30881,Nichts,,,,,,,,,,
30882,Nichts,,,,,,,,,,
30883,Nichts,,,,,,,,,,
30884,Nichts,,,,,,,,,,
30885,Nichts,Nichts,,,,,,,,,
30886,Nichts,Unklare Entscheidungsverfahren,,,,,,,,,
30887,Nichts,Nichts,,,,,,,,,
30889,Nichts,,,,,,,,,,
30890,Nichts,,,,,,,,,,
30891,Nichts,Nichts,,,,,,,,,
30892,Nichts,,,,,,,,,,
30894,Nichts,kein / unbekannter Bedarf (bei Bekannten / Gesprächspartnern),,,,,,,,,
30895,Nichts,,,,,,,,,,
30896,Nichts,,,,,,,,,,
30897,Nichts,,,,,,,,,,
30900,Nichts,,,,,,,,,,
30901,Nichts,Nichts,,,,,,,,,
30902,Nichts,,,,,,,,,,
30903,Nichts,Nichts,,,,,,,,,
30905,Nichts,,,,,,,,,,
30906,Nichts,,,,,,,,,,
30907,Nichts,,,,,,,,,,
30908,Nichts,Nichts,,,,,,,,,
30910,Nichts,,,,,,,,,,
30911,Nichts,,,,,,,,,,
30912,Nichts,,,,,,,,,,
30913,Nichts,,,,,,,,,,
30914,Nichts,Nichts,,,,,,,,,
30915,Nichts,,,,,,,,,,
30916,Nichts,Nichts,,,,,,,,,
30918,Nichts,,,,,,,,,,
30919,Nichts,,,,,,,,,,
30920,Nichts,Nichts,,,,,,,,,
30921,Nichts,,,,,,,,,,
30923,Nichts,,,,,,,,,,
30924,Nichts,,,,,,,,,,
30925,Nichts,,,,,,,,,,
30926,Nichts,,,,,,,,,,
30927,Nichts,,,,,,,,,,
30928,Nichts,,,,,,,,,,
30929,Nichts,,,,,,,,,,
30930,Nichts,,,,,,,,,,
30931,Nichts,,,,,,,,,,
30932,"Es ist eine sehr große Hilfe, für junge Familien um ein schöneres Leben zu erschaffNichts",Nichts,,,,,,,,,
30933,Nichts,,,,,,,,,,
30934,Einzelheiten könnten noch optimiert werden,Sonstiges,,,,,,,,,
30935,Riesen Aufwand und wenig Kulanz bei Formfehlern,Aufwändige Beantragung,,,,,,,,,
30936,"Die weiter Empfelung ist alternativ los, egal wie gut oder schlecht die Aufbereitung der Inhalte iNichts Ich würde niemandem Ratten auf die von ihnen zu bearbeitenden /verteilten Fördermittel zu verzichte!",Nichts,,,,,,,,,
30937,Anträge ausser Kindergeld sehr komplex,Aufwändige Beantragung,,,,,,,,,
30939,Nichts,,,,,,,,,,
30940,Keine Probleme!,Nichts,,,,,,,,,
30941,Nichts,,,,,,,,,,
30943,Nichts,,,,,,,,,,
30944,Nichts,,,,,,,,,,
30948,Nichts,,,,,,,,,,
30950,Nichts,,,,,,,,,,
30951,Top Leistungen,Nichts,,,,,,,,,
30952,Nichts,,,,,,,,,,
30953,Nichts,,,,,,,,,,
30954,Nichts,,,,,,,,,,
30955,Dass die Mittel barrierefreies Bad 2022 wieder aufgebraucht sind,Fördermittel (zu schnell) aufgebraucht,,,,,,,,,
30956,Nichts,,,,,,,,,,
30957,Nichts,,,,,,,,,,
30958,Nichts,,,,,,,,,,
30959,Nichts,,,,,,,,,,
30961,Weiter zuempfehlen,Nichts,,,,,,,,,
30962,Nichts,,,,,,,,,,
30963,Nichts,,,,,,,,,,
30964,Nichts,,,,,,,,,,
30965,Noch zu wenig Erfahrung mit der KfW,,,,,,,,,,
30967,Nichts,,,,,,,,,,
30968,Nichts,,,,,,,,,,
30969,Nichts,,,,,,,,,,
30970,Nichts,,,,,,,,,,
30971,Nichts,,,,,,,,,,
30972,Nichts,,,,,,,,,,
30973,Ohne Medienkompetenz sehr schwierig,Aufwändige Beantragung,,,,,,,,,
30974,Nichts,,,,,,,,,,
30975,Nichts,,,,,,,,,,
30976,sollte Empfohlen werden,Nichts,,,,,,,,,
30977,Nichts,,,,,,,,,,
30978,Nichts,,,,,,,,,,
30979,Nichts,,,,,,,,,,
30980,Nichts,,,,,,,,,,
30981,Nichts,,,,,,,,,,
30982,Nichts,,,,,,,,,,
30983,Nichts,,,,,,,,,,
30984,Nichts,,,,,,,,,,
30985,Nichts,,,,,,,,,,
30986,Nichts,,,,,,,,,,
30987,Das die Förderung schon vor bei ist und das es eine langwierige Sache iNichts,Lange Bearbeitungsdauer,,,,,,,,,
30988,Nichts,,,,,,,,,,
30989,Nichts,,,,,,,,,,
30990,Nichts,,,,,,,,,,
30991,Nichts,,,,,,,,,,
30992,Nichts,,,,,,,,,,
30994,Nichts,,,,,,,,,,
30995,Nichts,,,,,,,,,,
30996,Nichts,,,,,,,,,,
30997,Nichts,,,,,,,,,,
30998,Nichts,,,,,,,,,,
30999,Nichts,,,,,,,,,,
31000,Nichts,,,,,,,,,,
31001,Nichts,,,,,,,,,,
31002,Nichts,,,,,,,,,,
31003,Nichts,,,,,,,,,,
31004,Siege letzter Eintrag bezüglich Zwischeninfo / Bearbeitungszeit,Lange Bearbeitungsdauer,,,,,,,,,
31005,Nichts,,,,,,,,,,
31006,Nichts,Nichts,,,,,,,,,
31007,Zu undurchsichtig und langwierNichts,Unklare Entscheidungsverfahren,Lange Bearbeitungsdauer,,,,,,,,
31008,Nichts,,,,,,,,,,
31009,Warte noch auf Bearbeitung meines Antrag,,,,,,,,,,
31010,Nichts,Nichts,,,,,,,,,
31011,Nichts,,,,,,,,,,
31012,Nichts,,,,,,,,,,
31013,Nichts,,,,,,,,,,
31014,Nichts,Aufwändige Beantragung,,,,,,,,,
31015,Nichts,,,,,,,,,,
31016,Nichts,,,,,,,,,,
31017,Nichts,,,,,,,,,,
31018,Nichts,,,,,,,,,,
31019,Ihr seid super!,Nichts,,,,,,,,,
31020,Nichts,,,,,,,,,,
31021,Nichts,,,,,,,,,,
31023,Nichts,,,,,,,,,,
31024,Nichts,Nichts,,,,,,,,,
31025,Nichts,,,,,,,,,,
31026,Nichts,,,,,,,,,,
31027,Nichts,,,,,,,,,,
31028,Internet Antrag,Aufwändige Beantragung,,,,,,,,,
31029,Nichts,,,,,,,,,,
31030,Nichts,,,,,,,,,,
31031,Nichts,,,,,,,,,,
31032,Nichts,,,,,,,,,,
31033,Nichts,Nichts,,,,,,,,,
31034,Nichts,,,,,,,,,,
31035,Nichts,,,,,,,,,,
31036,Nichts,,,,,,,,,,
31037,Nichts,Nichts,,,,,,,,,
31039,Nichts,Nichts,,,,,,,,,
31040,die langsamkeit er KFW,Lange Bearbeitungsdauer,,,,,,,,,
31041,Nichts,,,,,,,,,,
31042,Nichts,Nichts,,,,,,,,,
31043,Nichts,,,,,,,,,,
31044,Nichts,,,,,,,,,,
31045,Nichts,,,,,,,,,,
31046,Nichts,Nichts,,,,,,,,,
31047,Nichts,,,,,,,,,,
31049,Nichts,,,,,,,,,,
31050,Nichts,,,,,,,,,,
31051,Nichts,Nichts,,,,,,,,,
31052,Nichts,,,,,,,,,,
31053,Nichts,,,,,,,,,,
31054,Nichts,,,,,,,,,,
31055,Nichts,,,,,,,,,,
31057,Nichts,,,,,,,,,,
31058,Nichts,,,,,,,,,,
31059,Der lange Fragebogen,,,,,,,,,,
31060,Nichts,,,,,,,,,,
31061,Die Datenschutz Bestimmungen und die Verarbeitung von personenbezogenen Daten müssen angepasst werdNichts Dazu sollen die Bearbeitungszeit verkürzt werdNichts,Lange Bearbeitungsdauer,,,,,,,,,
31062,Nichts,,,,,,,,,,
31064,Nichts,,,,,,,,,,
31065,Nichts,Nichts,,,,,,,,,
31066,Nichts,,,,,,,,,,
31067,Nichts,,,,,,,,,,
31068,Nichts,Nichts,,,,,,,,,
31069,Nichts,,,,,,,,,,
31070,Nichts,,,,,,,,,,
31072,Nichts,,,,,,,,,,
31073,Nichts,,,,,,,,,,
31074,Nichts,,,,,,,,,,
31075,Nichts,,,,,,,,,,
31076,%,,,,,,,,,,
31077,Nichts,,,,,,,,,,
31079,Nichts,,,,,,,,,,
31080,Nichts,,,,,,,,,,
31081,Nichts,,,,,,,,,,
31082,Nichts,Nichts,,,,,,,,,
31083,Nichts,,,,,,,,,,
31084,Nichts,Nichts,,,,,,,,,
31085,Nichts,,,,,,,,,,
31086,Nichts,,,,,,,,,,
31087,Nichts,,,,,,,,,,
31088,Nichts,,,,,,,,,,
31089,Nichts,,,,,,,,,,
31090,Nichts,,,,,,,,,,
31092,Nichts,,,,,,,,,,
31093,Nichts,,,,,,,,,,
31094,"Schnelligkeit, Zufriedenheit und KompetenNichts",Nichts,,,,,,,,,
31095,Kompliziert,Aufwändige Beantragung,,,,,,,,,
31096,Nichts,Nichts,,,,,,,,,
31097,Nichts,,,,,,,,,,
31098,Nichts,,,,,,,,,,
31099,Nichts,,,,,,,,,,
31100,Nichts,,,,,,,,,,
31101,Nichts,,,,,,,,,,
31102,Nichts,Nichts,,,,,,,,,
31103,Nichts,,,,,,,,,,
31104,Nivh,Nichts,,,,,,,,,
31105,Nichts,Nichts,,,,,,,,,
31106,"Wie schon gesagt, als Fachmann ist das kein Problem als Laie eher schwierig zu überblickNichts",Aufwändige Beantragung,,,,,,,,,
31107,Nichts,,,,,,,,,,
31108,Nichts,,,,,,,,,,
31109,Nichts,Nichts,,,,,,,,,
31110,Nichts,,,,,,,,,,
31111,Nichts,,,,,,,,,,
31112,Nichts,Lange Bearbeitungsdauer,Zinsen zu hoch/ keine marktüblichen Zinsen,Unklare Entscheidungsverfahren,,,,,,,
31113,Nichts,,,,,,,,,,
31114,Nichts,,,,,,,,,,
31115,Nichts,,,,,,,,,,
31116,Nichts,,,,,,,,,,
31117,Nichts,,,,,,,,,,
31118,Nichts,,,,,,,,,,
31119,Nichts,,,,,,,,,,
31120,Nichts,Nichts,,,,,,,,,
31121,Nichts,Nichts,,,,,,,,,
31122,Nichts,Nichts,,,,,,,,,
31123,Nichts,,,,,,,,,,
31124,Nichts,,,,,,,,,,
31125,Nichts,,,,,,,,,,
31127,Nichts,,,,,,,,,,
31128,Nichts,,,,,,,,,,
31129,Nichts,,,,,,,,,,
31130,Nichts,Nichts,,,,,,,,,
31131,"So far, nothing",Nichts,,,,,,,,,
31132,Nichts,,,,,,,,,,
31133,Nichts,Nichts,,,,,,,,,
31135,Nichts,Nichts,,,,,,,,,
31136,"Sind ausreichend Eigenmittel da, Tilgung flexibel und schnelle Tilgung, ist KfW zu uninteressant und ein reines Bankdarlehen flexibler",unflexible Bedingungen,,,,,,,,,
31137,Nichts,,,,,,,,,,
31138,Nichts,,,,,,,,,,
31139,Nichts,Nichts,,,,,,,,,
31140,Nichts,,,,,,,,,,
31141,Nichts,,,,,,,,,,
31142,Nichts,,,,,,,,,,
31143,Nichts,,,,,,,,,,
31144,Nichts,,,,,,,,,,
31145,Nichts,,,,,,,,,,
31146,"Hohe Zinsen, keine Möglichkeit der Sondertilgung bNichts Tilgungsstart nach Vollauszahlung der Darlehensmittel",Zinsen zu hoch/ keine marktüblichen Zinsen,Sondertilgungen nicht möglich,,,,,,,,
31147,Rechtsunsicherheit,Sonstiges,,,,,,,,,
31148,"Ich empfehle nur, wenn ich gefragt werNichts",,,,,,,,,,
31149,Nichts,,,,,,,,,,
31150,"Da es demnächst neue Förderungs Bedingungen gibt und leider keiner wusste ob dann unser Projekt Fertighaus überhaupt noch gefördert wird ,mussten wir den Antrag fast ein Jahr zu früh stellen ,schade",Unklare Entscheidungsverfahren,spontane Änderung der Förderungs- bzw. Vertragsbedingungen,,,,,,,,
31151,Nichts,Nichts,,,,,,,,,
31152,Nichts,,,,,,,,,,
31153,Nichts,,,,,,,,,,
31154,Nichts,,,,,,,,,,
31155,Nichts,,,,,,,,,,
31156,Nichts,,,,,,,,,,
31157,Nichts,,,,,,,,,,
31158,Nichts,,,,,,,,,,
31159,Nichts,spontane Änderung der Förderungs- bzw. Vertragsbedingungen,,,,,,,,,
31160,Nichts,,,,,,,,,,
31161,Nichts,,,,,,,,,,
31162,Nichts,,,,,,,,,,
31163,Umständlichkeit,Aufwändige Beantragung,,,,,,,,,
31164,Nichts,,,,,,,,,,
31165,Nichts,,,,,,,,,,
31166,Nichts,,,,,,,,,,
31167,So eine Prozedur möchte ich nie wieder erlebNichts Ich kann nur dringend von einer Förderung über die KFW abratNichts Bitte immer über die Bafa FördeNichts Dort giebt es Ansprechpartner und die gesamte Förderung ist in 4 Wochen erlediNichts,Lange Bearbeitungsdauer,,,,,,,,,
31168,Nichts,,,,,,,,,,
31169,Nichts,Nichts,,,,,,,,,
31170,Nichts,,,,,,,,,,
31171,Nichts,Nichts,,,,,,,,,
31172,Nichts,,,,,,,,,,
